handle,slug,host_url,owner_id,chn_id
TheFinancialTrends,Mirror,https://www.TheFinancialTrends.com,111e2be0-c86b-4edf-8ef1-f61540a0f159,f4b20186-d351-482e-9972-9d8f02d0a027
TheNationalPulse,Mirror,https://TheNationalPulse.com,fd83ccd4-7cdb-4c46-bdbc-3d8b627d7a80,5fe18a42-9dd8-4837-a719-321ed99c6baf
TomLuongo,Mirror,https://TomLuongo.me,3c0852e8-c44b-4711-a72c-2db2222c294e,df8ccf02-0bc2-4613-b1d4-ef0ea95d7e7d
TorrentFreak,Mirror,https://TorrentFreak.com,8de2ba4e-db31-48fe-ba0f-c472b9ba181a,65403104-9e32-49ae-8779-409ebf02e07e
WorldSignals,Mirror,https://World-Signals.com/news,5045bb46-a8a9-4d02-91bb-82820b4dcd96,25cc4f52-b576-4b7d-a886-8a38c37bc44d
TheBlindspot,Mirror,https://The-Blindspot.com,de90782b-9a54-4f6b-9bfa-721d9c62dcc2,c7e07246-6d69-4b72-b599-b7fba2ae4266
NakedCapitalism,Mirror,https://www.NakedCapitalism.com,cc7cfd7c-5aa8-4ab1-93bd-7d4c1060ed10,ffa8b810-bafa-4339-b1d4-843857d2e1f9
TheMillenniumReport,Mirror,https://TheMillenniumReport.com,90a44c3c-cf92-414f-9fe2-1b8e3bbc26ab,5c8d4c96-e689-40a0-a725-83d5e1c162cb
BreakingNews.CA,Mirror,https://Breaking-News.ca,39d2d4c0-45e4-44c1-8e63-2dd44102b937,7aa42856-8441-4c6b-918e-b727345e9fbc
NewDiscourses,Mirror,https://NewDiscourses.com,1402b69c-1a1d-43da-b5e0-6a604c3f4fe8,5356597e-15db-4d13-a462-479dbf4ed595
NewsWars,Mirror,https://NewsWars.com,dda96f18-3088-4d9d-8a31-6256f87582a4,b2caf4c6-ddb0-4183-88a4-b95126dcf0aa
TakiMag,Mirror,https://TakiMag.com,92c3cad4-49f5-4464-996d-92189109416c,320d28cc-f3db-491f-84f4-d1757c9c84b8
DailyVeracity,Mirror,https://DailyVeracity.com,445c8ab3-945f-4e2f-be7a-53812e8e5be8,042217fb-6aef-4704-adf4-70acd7305b03
BigDigEnergy,Mirror,https://BigDigEnergy.info,cd6c7ce2-b7d7-461f-a7b4-5f99fb1b3a6d,6e8bd035-a290-4263-9a29-bd017f4ee5c9
JusticeReport,Mirror,https://JusticeReport.news,f57fd231-5118-45c9-9475-0b70c5169021,f0a59df7-7d79-4ac4-84b7-25e9cfa2b9fc
MROnline,Mirror,https://MROnline.org,c08605e4-f7e0-4202-bc18-20b35bd0d838,8b721bc8-a610-4333-9e41-4baf497c4376
100PercentFedup,Mirror,https://100PercentFedup.com,7f63f880-9cb2-4074-8cc0-05e4ec4e96d0,3dc9d28d-fab4-4693-9263-8be6c95454c8
BarelyaBlog,Mirror,https://BarelyaBlog.com,d0e53d4c-78f3-4491-bc1b-b561e8a7440f,b4184110-5346-453c-98ab-c9ff17d4f74f
MarcoTosatti,Mirror,https://MarcoTosatti.com,f748e56c-eea9-44fd-b53c-f6f9608c30ec,1fc4fc84-30d3-44f3-8a55-20df2bce23a3
CanadianPatriot,Mirror,https://CanadianPatriot.org,8e836784-8d91-49ea-84c5-d19788924c92,76e651da-9ea4-4f1d-8b74-fa55561d2a80
